2017-11-02,太平洋证券,000799,酒鬼酒,推荐酒鬼酒:中高端酒继续保持良好势头,webcache\20171102\webcache-20180303020146.html,sina,
2017-11-02,安信证券,002851,麦格米特,"特斯拉产业链:重点推荐宏发股份、科达利、旭升股份;北汽新能源产业链:麦格米特(乘用车电控);主线三:物流车“承上启下”的投资机会,重点推荐蓝海华腾、方正电机",webcache\20171102\webcache-20180303020159.html,sina,
2017-11-02,安信证券,300484,蓝海华腾,"特斯拉产业链:重点推荐宏发股份、科达利、旭升股份;北汽新能源产业链:麦格米特(乘用车电控);主线三:物流车“承上启下”的投资机会,重点推荐蓝海华腾、方正电机",webcache\20171102\webcache-20180303020159.html,sina,
2017-11-02,安信证券,600438,通威股份,"继续重点推荐:阳光电源(分布式EPC)、林洋能源(分布式运营)、正泰电器(户用分布式)、隆基股份(高效单晶硅片龙头)、通威股份(多晶硅龙头),建议关注:中来股份、东方日升、太阳能",webcache\20171102\webcache-20180303020159.html,sina,
2017-11-02,安信证券,601012,隆基股份,"继续重点推荐:阳光电源(分布式EPC)、林洋能源(分布式运营)、正泰电器(户用分布式)、隆基股份(高效单晶硅片龙头)、通威股份(多晶硅龙头),建议关注:中来股份、东方日升、太阳能",webcache\20171102\webcache-20180303020159.html,sina,
2017-11-02,安信证券,601222,林洋能源,"继续重点推荐:阳光电源(分布式EPC)、林洋能源(分布式运营)、正泰电器(户用分布式)、隆基股份(高效单晶硅片龙头)、通威股份(多晶硅龙头),建议关注:中来股份、东方日升、太阳能",webcache\20171102\webcache-20180303020159.html,sina,
2017-11-02,安信证券,601877,正泰电器,"继续重点推荐:阳光电源(分布式EPC)、林洋能源(分布式运营)、正泰电器(户用分布式)、隆基股份(高效单晶硅片龙头)、通威股份(多晶硅龙头),建议关注:中来股份、东方日升、太阳能",webcache\20171102\webcache-20180303020159.html,sina,
2017-11-02,安信证券,000591,太阳能,"继续重点推荐:阳光电源(分布式EPC)、林洋能源(分布式运营)、正泰电器(户用分布式)、隆基股份(高效单晶硅片龙头)、通威股份(多晶硅龙头),建议关注:中来股份、东方日升、太阳能",webcache\20171102\webcache-20180303020159.html,sina,
2017-11-02,安信证券,300118,东方日升,"继续重点推荐:阳光电源(分布式EPC)、林洋能源(分布式运营)、正泰电器(户用分布式)、隆基股份(高效单晶硅片龙头)、通威股份(多晶硅龙头),建议关注:中来股份、东方日升、太阳能",webcache\20171102\webcache-20180303020159.html,sina,
2017-11-02,安信证券,300274,阳光电源,"继续重点推荐:阳光电源(分布式EPC)、林洋能源(分布式运营)、正泰电器(户用分布式)、隆基股份(高效单晶硅片龙头)、通威股份(多晶硅龙头),建议关注:中来股份、东方日升、太阳能",webcache\20171102\webcache-20180303020159.html,sina,
2017-11-02,安信证券,300393,中来股份,"继续重点推荐:阳光电源(分布式EPC)、林洋能源(分布式运营)、正泰电器(户用分布式)、隆基股份(高效单晶硅片龙头)、通威股份(多晶硅龙头),建议关注:中来股份、东方日升、太阳能",webcache\20171102\webcache-20180303020159.html,sina,
2017-11-02,安信证券,600438,通威股份,"继续重点推荐:阳光电源(分布式EPC)、林洋能源(分布式运营)、正泰电器(户用分布式)、隆基股份(高效单晶硅片龙头)、通威股份(多晶硅龙头),建议关注:中来股份、东方日升、太阳能",webcache\20171102\webcache-20180303020159.html,sina,
2017-11-02,安信证券,601012,隆基股份,"继续重点推荐:阳光电源(分布式EPC)、林洋能源(分布式运营)、正泰电器(户用分布式)、隆基股份(高效单晶硅片龙头)、通威股份(多晶硅龙头),建议关注:中来股份、东方日升、太阳能",webcache\20171102\webcache-20180303020159.html,sina,
2017-11-02,安信证券,601222,林洋能源,"继续重点推荐:阳光电源(分布式EPC)、林洋能源(分布式运营)、正泰电器(户用分布式)、隆基股份(高效单晶硅片龙头)、通威股份(多晶硅龙头),建议关注:中来股份、东方日升、太阳能",webcache\20171102\webcache-20180303020159.html,sina,
2017-11-02,安信证券,601877,正泰电器,"继续重点推荐:阳光电源(分布式EPC)、林洋能源(分布式运营)、正泰电器(户用分布式)、隆基股份(高效单晶硅片龙头)、通威股份(多晶硅龙头),建议关注:中来股份、东方日升、太阳能",webcache\20171102\webcache-20180303020159.html,sina,
2017-11-02,安信证券,000591,太阳能,"继续重点推荐:阳光电源(分布式EPC)、林洋能源(分布式运营)、正泰电器(户用分布式)、隆基股份(高效单晶硅片龙头)、通威股份(多晶硅龙头),建议关注:中来股份、东方日升、太阳能",webcache\20171102\webcache-20180303020159.html,sina,
2017-11-02,安信证券,300118,东方日升,"继续重点推荐:阳光电源(分布式EPC)、林洋能源(分布式运营)、正泰电器(户用分布式)、隆基股份(高效单晶硅片龙头)、通威股份(多晶硅龙头),建议关注:中来股份、东方日升、太阳能",webcache\20171102\webcache-20180303020159.html,sina,
2017-11-02,安信证券,300274,阳光电源,"继续重点推荐:阳光电源(分布式EPC)、林洋能源(分布式运营)、正泰电器(户用分布式)、隆基股份(高效单晶硅片龙头)、通威股份(多晶硅龙头),建议关注:中来股份、东方日升、太阳能",webcache\20171102\webcache-20180303020159.html,sina,
2017-11-02,安信证券,300393,中来股份,"继续重点推荐:阳光电源(分布式EPC)、林洋能源(分布式运营)、正泰电器(户用分布式)、隆基股份(高效单晶硅片龙头)、通威股份(多晶硅龙头),建议关注:中来股份、东方日升、太阳能",webcache\20171102\webcache-20180303020159.html,sina,
2017-11-02,安信证券,600885,宏发股份,"特斯拉产业链:重点推荐宏发股份、科达利、旭升股份;北汽新能源产业链:麦格米特(乘用车电控);主线三:物流车“承上启下”的投资机会,重点推荐蓝海华腾、方正电机",webcache\20171102\webcache-20180303020159.html,sina,
2017-11-02,安信证券,603305,旭升股份,"特斯拉产业链:重点推荐宏发股份、科达利、旭升股份;北汽新能源产业链:麦格米特(乘用车电控);主线三:物流车“承上启下”的投资机会,重点推荐蓝海华腾、方正电机",webcache\20171102\webcache-20180303020159.html,sina,
2017-11-02,安信证券,002196,方正电机,"特斯拉产业链:重点推荐宏发股份、科达利、旭升股份;北汽新能源产业链:麦格米特(乘用车电控);主线三:物流车“承上启下”的投资机会,重点推荐蓝海华腾、方正电机",webcache\20171102\webcache-20180303020159.html,sina,
2017-11-02,安信证券,002850,科达利,"特斯拉产业链:重点推荐宏发股份、科达利、旭升股份;北汽新能源产业链:麦格米特(乘用车电控);主线三:物流车“承上启下”的投资机会,重点推荐蓝海华腾、方正电机",webcache\20171102\webcache-20180303020159.html,sina,
2017-11-02,安信证券,002851,麦格米特,"特斯拉产业链:重点推荐宏发股份、科达利、旭升股份;北汽新能源产业链:麦格米特(乘用车电控);主线三:物流车“承上启下”的投资机会,重点推荐蓝海华腾、方正电机",webcache\20171102\webcache-20180303020159.html,sina,
2017-11-02,安信证券,300484,蓝海华腾,"特斯拉产业链:重点推荐宏发股份、科达利、旭升股份;北汽新能源产业链:麦格米特(乘用车电控);主线三:物流车“承上启下”的投资机会,重点推荐蓝海华腾、方正电机",webcache\20171102\webcache-20180303020159.html,sina,
2017-11-02,安信证券,600438,通威股份,"继续重点推荐:阳光电源(分布式EPC)、林洋能源(分布式运营)、正泰电器(户用分布式)、隆基股份(高效单晶硅片龙头)、通威股份(多晶硅龙头),建议关注:中来股份、东方日升、太阳能",webcache\20171102\webcache-20180303020159.html,sina,
2017-11-02,安信证券,601012,隆基股份,"继续重点推荐:阳光电源(分布式EPC)、林洋能源(分布式运营)、正泰电器(户用分布式)、隆基股份(高效单晶硅片龙头)、通威股份(多晶硅龙头),建议关注:中来股份、东方日升、太阳能",webcache\20171102\webcache-20180303020159.html,sina,
2017-11-02,安信证券,601222,林洋能源,"继续重点推荐:阳光电源(分布式EPC)、林洋能源(分布式运营)、正泰电器(户用分布式)、隆基股份(高效单晶硅片龙头)、通威股份(多晶硅龙头),建议关注:中来股份、东方日升、太阳能",webcache\20171102\webcache-20180303020159.html,sina,
2017-11-02,安信证券,601877,正泰电器,"继续重点推荐:阳光电源(分布式EPC)、林洋能源(分布式运营)、正泰电器(户用分布式)、隆基股份(高效单晶硅片龙头)、通威股份(多晶硅龙头),建议关注:中来股份、东方日升、太阳能",webcache\20171102\webcache-20180303020159.html,sina,
2017-11-02,安信证券,000591,太阳能,"继续重点推荐:阳光电源(分布式EPC)、林洋能源(分布式运营)、正泰电器(户用分布式)、隆基股份(高效单晶硅片龙头)、通威股份(多晶硅龙头),建议关注:中来股份、东方日升、太阳能",webcache\20171102\webcache-20180303020159.html,sina,
2017-11-02,安信证券,300118,东方日升,"继续重点推荐:阳光电源(分布式EPC)、林洋能源(分布式运营)、正泰电器(户用分布式)、隆基股份(高效单晶硅片龙头)、通威股份(多晶硅龙头),建议关注:中来股份、东方日升、太阳能",webcache\20171102\webcache-20180303020159.html,sina,
2017-11-02,安信证券,300274,阳光电源,"继续重点推荐:阳光电源(分布式EPC)、林洋能源(分布式运营)、正泰电器(户用分布式)、隆基股份(高效单晶硅片龙头)、通威股份(多晶硅龙头),建议关注:中来股份、东方日升、太阳能",webcache\20171102\webcache-20180303020159.html,sina,
2017-11-02,安信证券,300393,中来股份,"继续重点推荐:阳光电源(分布式EPC)、林洋能源(分布式运营)、正泰电器(户用分布式)、隆基股份(高效单晶硅片龙头)、通威股份(多晶硅龙头),建议关注:中来股份、东方日升、太阳能",webcache\20171102\webcache-20180303020159.html,sina,
2017-11-02,安信证券,600438,通威股份,"继续重点推荐:阳光电源(分布式EPC)、林洋能源(分布式运营)、正泰电器(户用分布式)、隆基股份(高效单晶硅片龙头)、通威股份(多晶硅龙头),建议关注:中来股份、东方日升、太阳能",webcache\20171102\webcache-20180303020159.html,sina,
2017-11-02,安信证券,601012,隆基股份,"继续重点推荐:阳光电源(分布式EPC)、林洋能源(分布式运营)、正泰电器(户用分布式)、隆基股份(高效单晶硅片龙头)、通威股份(多晶硅龙头),建议关注:中来股份、东方日升、太阳能",webcache\20171102\webcache-20180303020159.html,sina,
2017-11-02,安信证券,601222,林洋能源,"继续重点推荐:阳光电源(分布式EPC)、林洋能源(分布式运营)、正泰电器(户用分布式)、隆基股份(高效单晶硅片龙头)、通威股份(多晶硅龙头),建议关注:中来股份、东方日升、太阳能",webcache\20171102\webcache-20180303020159.html,sina,
2017-11-02,安信证券,601877,正泰电器,"继续重点推荐:阳光电源(分布式EPC)、林洋能源(分布式运营)、正泰电器(户用分布式)、隆基股份(高效单晶硅片龙头)、通威股份(多晶硅龙头),建议关注:中来股份、东方日升、太阳能",webcache\20171102\webcache-20180303020159.html,sina,
2017-11-02,安信证券,000591,太阳能,"继续重点推荐:阳光电源(分布式EPC)、林洋能源(分布式运营)、正泰电器(户用分布式)、隆基股份(高效单晶硅片龙头)、通威股份(多晶硅龙头),建议关注:中来股份、东方日升、太阳能",webcache\20171102\webcache-20180303020159.html,sina,
2017-11-02,安信证券,300118,东方日升,"继续重点推荐:阳光电源(分布式EPC)、林洋能源(分布式运营)、正泰电器(户用分布式)、隆基股份(高效单晶硅片龙头)、通威股份(多晶硅龙头),建议关注:中来股份、东方日升、太阳能",webcache\20171102\webcache-20180303020159.html,sina,
2017-11-02,安信证券,300274,阳光电源,"继续重点推荐:阳光电源(分布式EPC)、林洋能源(分布式运营)、正泰电器(户用分布式)、隆基股份(高效单晶硅片龙头)、通威股份(多晶硅龙头),建议关注:中来股份、东方日升、太阳能",webcache\20171102\webcache-20180303020159.html,sina,
2017-11-02,安信证券,300393,中来股份,"继续重点推荐:阳光电源(分布式EPC)、林洋能源(分布式运营)、正泰电器(户用分布式)、隆基股份(高效单晶硅片龙头)、通威股份(多晶硅龙头),建议关注:中来股份、东方日升、太阳能",webcache\20171102\webcache-20180303020159.html,sina,
