2017-11-15,国泰君安,002353,杰瑞股份,"推荐杰瑞股份公司首次覆盖报告:新时期,新机遇",webcache\20171115\webcache-20180303014135.html,sina,
2017-11-15,安信证券,601678,滨化股份,"近期原油、天然气价格上涨,成本面利好支撑,加上“2+26”城市采暖季限停产来临,关注供需持续改善的相关细分子行业:我们持续推荐需求端偏刚性、供给端有收缩,产品价格维持或者继续上涨的品种,包括烧碱(氯碱化工、滨化股份、巨化股份)、农药(扬农化工,辉丰股份)、尿素(华鲁恒升、鲁西化工、阳煤化工)、涤纶长丝(桐昆股份)、橡胶助剂(阳谷华泰)、炭黑(黑猫股份)、山梨酸钾(醋化股份)、草甘膦(兴发集团、新安股份、江山股份)等",webcache\20171115\webcache-20180303014143.html,sina,
2017-11-15,安信证券,603968,醋化股份,"近期原油、天然气价格上涨,成本面利好支撑,加上“2+26”城市采暖季限停产来临,关注供需持续改善的相关细分子行业:我们持续推荐需求端偏刚性、供给端有收缩,产品价格维持或者继续上涨的品种,包括烧碱(氯碱化工、滨化股份、巨化股份)、农药(扬农化工,辉丰股份)、尿素(华鲁恒升、鲁西化工、阳煤化工)、涤纶长丝(桐昆股份)、橡胶助剂(阳谷华泰)、炭黑(黑猫股份)、山梨酸钾(醋化股份)、草甘膦(兴发集团、新安股份、江山股份)等",webcache\20171115\webcache-20180303014143.html,sina,
2017-11-15,安信证券,000830,鲁西化工,"近期原油、天然气价格上涨,成本面利好支撑,加上“2+26”城市采暖季限停产来临,关注供需持续改善的相关细分子行业:我们持续推荐需求端偏刚性、供给端有收缩,产品价格维持或者继续上涨的品种,包括烧碱(氯碱化工、滨化股份、巨化股份)、农药(扬农化工,辉丰股份)、尿素(华鲁恒升、鲁西化工、阳煤化工)、涤纶长丝(桐昆股份)、橡胶助剂(阳谷华泰)、炭黑(黑猫股份)、山梨酸钾(醋化股份)、草甘膦(兴发集团、新安股份、江山股份)等",webcache\20171115\webcache-20180303014143.html,sina,
2017-11-15,安信证券,002068,黑猫股份,"近期原油、天然气价格上涨,成本面利好支撑,加上“2+26”城市采暖季限停产来临,关注供需持续改善的相关细分子行业:我们持续推荐需求端偏刚性、供给端有收缩,产品价格维持或者继续上涨的品种,包括烧碱(氯碱化工、滨化股份、巨化股份)、农药(扬农化工,辉丰股份)、尿素(华鲁恒升、鲁西化工、阳煤化工)、涤纶长丝(桐昆股份)、橡胶助剂(阳谷华泰)、炭黑(黑猫股份)、山梨酸钾(醋化股份)、草甘膦(兴发集团、新安股份、江山股份)等",webcache\20171115\webcache-20180303014143.html,sina,
2017-11-15,安信证券,002496,辉丰股份,"近期原油、天然气价格上涨,成本面利好支撑,加上“2+26”城市采暖季限停产来临,关注供需持续改善的相关细分子行业:我们持续推荐需求端偏刚性、供给端有收缩,产品价格维持或者继续上涨的品种,包括烧碱(氯碱化工、滨化股份、巨化股份)、农药(扬农化工,辉丰股份)、尿素(华鲁恒升、鲁西化工、阳煤化工)、涤纶长丝(桐昆股份)、橡胶助剂(阳谷华泰)、炭黑(黑猫股份)、山梨酸钾(醋化股份)、草甘膦(兴发集团、新安股份、江山股份)等",webcache\20171115\webcache-20180303014143.html,sina,
2017-11-15,安信证券,300121,阳谷华泰,"近期原油、天然气价格上涨,成本面利好支撑,加上“2+26”城市采暖季限停产来临,关注供需持续改善的相关细分子行业:我们持续推荐需求端偏刚性、供给端有收缩,产品价格维持或者继续上涨的品种,包括烧碱(氯碱化工、滨化股份、巨化股份)、农药(扬农化工,辉丰股份)、尿素(华鲁恒升、鲁西化工、阳煤化工)、涤纶长丝(桐昆股份)、橡胶助剂(阳谷华泰)、炭黑(黑猫股份)、山梨酸钾(醋化股份)、草甘膦(兴发集团、新安股份、江山股份)等",webcache\20171115\webcache-20180303014143.html,sina,
2017-11-15,安信证券,600141,兴发集团,"近期原油、天然气价格上涨,成本面利好支撑,加上“2+26”城市采暖季限停产来临,关注供需持续改善的相关细分子行业:我们持续推荐需求端偏刚性、供给端有收缩,产品价格维持或者继续上涨的品种,包括烧碱(氯碱化工、滨化股份、巨化股份)、农药(扬农化工,辉丰股份)、尿素(华鲁恒升、鲁西化工、阳煤化工)、涤纶长丝(桐昆股份)、橡胶助剂(阳谷华泰)、炭黑(黑猫股份)、山梨酸钾(醋化股份)、草甘膦(兴发集团、新安股份、江山股份)等",webcache\20171115\webcache-20180303014143.html,sina,
2017-11-15,安信证券,600160,巨化股份,"近期原油、天然气价格上涨,成本面利好支撑,加上“2+26”城市采暖季限停产来临,关注供需持续改善的相关细分子行业:我们持续推荐需求端偏刚性、供给端有收缩,产品价格维持或者继续上涨的品种,包括烧碱(氯碱化工、滨化股份、巨化股份)、农药(扬农化工,辉丰股份)、尿素(华鲁恒升、鲁西化工、阳煤化工)、涤纶长丝(桐昆股份)、橡胶助剂(阳谷华泰)、炭黑(黑猫股份)、山梨酸钾(醋化股份)、草甘膦(兴发集团、新安股份、江山股份)等",webcache\20171115\webcache-20180303014143.html,sina,
2017-11-15,安信证券,600389,江山股份,"近期原油、天然气价格上涨,成本面利好支撑,加上“2+26”城市采暖季限停产来临,关注供需持续改善的相关细分子行业:我们持续推荐需求端偏刚性、供给端有收缩,产品价格维持或者继续上涨的品种,包括烧碱(氯碱化工、滨化股份、巨化股份)、农药(扬农化工,辉丰股份)、尿素(华鲁恒升、鲁西化工、阳煤化工)、涤纶长丝(桐昆股份)、橡胶助剂(阳谷华泰)、炭黑(黑猫股份)、山梨酸钾(醋化股份)、草甘膦(兴发集团、新安股份、江山股份)等",webcache\20171115\webcache-20180303014143.html,sina,
2017-11-15,安信证券,600426,华鲁恒升,"近期原油、天然气价格上涨,成本面利好支撑,加上“2+26”城市采暖季限停产来临,关注供需持续改善的相关细分子行业:我们持续推荐需求端偏刚性、供给端有收缩,产品价格维持或者继续上涨的品种,包括烧碱(氯碱化工、滨化股份、巨化股份)、农药(扬农化工,辉丰股份)、尿素(华鲁恒升、鲁西化工、阳煤化工)、涤纶长丝(桐昆股份)、橡胶助剂(阳谷华泰)、炭黑(黑猫股份)、山梨酸钾(醋化股份)、草甘膦(兴发集团、新安股份、江山股份)等",webcache\20171115\webcache-20180303014143.html,sina,
2017-11-15,安信证券,600486,扬农化工,"近期原油、天然气价格上涨,成本面利好支撑,加上“2+26”城市采暖季限停产来临,关注供需持续改善的相关细分子行业:我们持续推荐需求端偏刚性、供给端有收缩,产品价格维持或者继续上涨的品种,包括烧碱(氯碱化工、滨化股份、巨化股份)、农药(扬农化工,辉丰股份)、尿素(华鲁恒升、鲁西化工、阳煤化工)、涤纶长丝(桐昆股份)、橡胶助剂(阳谷华泰)、炭黑(黑猫股份)、山梨酸钾(醋化股份)、草甘膦(兴发集团、新安股份、江山股份)等",webcache\20171115\webcache-20180303014143.html,sina,
2017-11-15,安信证券,600596,新安股份,"近期原油、天然气价格上涨,成本面利好支撑,加上“2+26”城市采暖季限停产来临,关注供需持续改善的相关细分子行业:我们持续推荐需求端偏刚性、供给端有收缩,产品价格维持或者继续上涨的品种,包括烧碱(氯碱化工、滨化股份、巨化股份)、农药(扬农化工,辉丰股份)、尿素(华鲁恒升、鲁西化工、阳煤化工)、涤纶长丝(桐昆股份)、橡胶助剂(阳谷华泰)、炭黑(黑猫股份)、山梨酸钾(醋化股份)、草甘膦(兴发集团、新安股份、江山股份)等",webcache\20171115\webcache-20180303014143.html,sina,
2017-11-15,安信证券,600618,氯碱化工,"近期原油、天然气价格上涨,成本面利好支撑,加上“2+26”城市采暖季限停产来临,关注供需持续改善的相关细分子行业:我们持续推荐需求端偏刚性、供给端有收缩,产品价格维持或者继续上涨的品种,包括烧碱(氯碱化工、滨化股份、巨化股份)、农药(扬农化工,辉丰股份)、尿素(华鲁恒升、鲁西化工、阳煤化工)、涤纶长丝(桐昆股份)、橡胶助剂(阳谷华泰)、炭黑(黑猫股份)、山梨酸钾(醋化股份)、草甘膦(兴发集团、新安股份、江山股份)等",webcache\20171115\webcache-20180303014143.html,sina,
2017-11-15,安信证券,600691,阳煤化工,"近期原油、天然气价格上涨,成本面利好支撑,加上“2+26”城市采暖季限停产来临,关注供需持续改善的相关细分子行业:我们持续推荐需求端偏刚性、供给端有收缩,产品价格维持或者继续上涨的品种,包括烧碱(氯碱化工、滨化股份、巨化股份)、农药(扬农化工,辉丰股份)、尿素(华鲁恒升、鲁西化工、阳煤化工)、涤纶长丝(桐昆股份)、橡胶助剂(阳谷华泰)、炭黑(黑猫股份)、山梨酸钾(醋化股份)、草甘膦(兴发集团、新安股份、江山股份)等",webcache\20171115\webcache-20180303014143.html,sina,
2017-11-15,安信证券,601233,桐昆股份,"近期原油、天然气价格上涨,成本面利好支撑,加上“2+26”城市采暖季限停产来临,关注供需持续改善的相关细分子行业:我们持续推荐需求端偏刚性、供给端有收缩,产品价格维持或者继续上涨的品种,包括烧碱(氯碱化工、滨化股份、巨化股份)、农药(扬农化工,辉丰股份)、尿素(华鲁恒升、鲁西化工、阳煤化工)、涤纶长丝(桐昆股份)、橡胶助剂(阳谷华泰)、炭黑(黑猫股份)、山梨酸钾(醋化股份)、草甘膦(兴发集团、新安股份、江山股份)等",webcache\20171115\webcache-20180303014143.html,sina,
2017-11-15,安信证券,601678,滨化股份,"近期原油、天然气价格上涨,成本面利好支撑,加上“2+26”城市采暖季限停产来临,关注供需持续改善的相关细分子行业:我们持续推荐需求端偏刚性、供给端有收缩,产品价格维持或者继续上涨的品种,包括烧碱(氯碱化工、滨化股份、巨化股份)、农药(扬农化工,辉丰股份)、尿素(华鲁恒升、鲁西化工、阳煤化工)、涤纶长丝(桐昆股份)、橡胶助剂(阳谷华泰)、炭黑(黑猫股份)、山梨酸钾(醋化股份)、草甘膦(兴发集团、新安股份、江山股份)等",webcache\20171115\webcache-20180303014143.html,sina,
2017-11-15,安信证券,603968,醋化股份,"近期原油、天然气价格上涨,成本面利好支撑,加上“2+26”城市采暖季限停产来临,关注供需持续改善的相关细分子行业:我们持续推荐需求端偏刚性、供给端有收缩,产品价格维持或者继续上涨的品种,包括烧碱(氯碱化工、滨化股份、巨化股份)、农药(扬农化工,辉丰股份)、尿素(华鲁恒升、鲁西化工、阳煤化工)、涤纶长丝(桐昆股份)、橡胶助剂(阳谷华泰)、炭黑(黑猫股份)、山梨酸钾(醋化股份)、草甘膦(兴发集团、新安股份、江山股份)等",webcache\20171115\webcache-20180303014143.html,sina,
2017-11-15,安信证券,000830,鲁西化工,"近期原油、天然气价格上涨,成本面利好支撑,加上“2+26”城市采暖季限停产来临,关注供需持续改善的相关细分子行业:我们持续推荐需求端偏刚性、供给端有收缩,产品价格维持或者继续上涨的品种,包括烧碱(氯碱化工、滨化股份、巨化股份)、农药(扬农化工,辉丰股份)、尿素(华鲁恒升、鲁西化工、阳煤化工)、涤纶长丝(桐昆股份)、橡胶助剂(阳谷华泰)、炭黑(黑猫股份)、山梨酸钾(醋化股份)、草甘膦(兴发集团、新安股份、江山股份)等",webcache\20171115\webcache-20180303014143.html,sina,
2017-11-15,安信证券,002068,黑猫股份,"近期原油、天然气价格上涨,成本面利好支撑,加上“2+26”城市采暖季限停产来临,关注供需持续改善的相关细分子行业:我们持续推荐需求端偏刚性、供给端有收缩,产品价格维持或者继续上涨的品种,包括烧碱(氯碱化工、滨化股份、巨化股份)、农药(扬农化工,辉丰股份)、尿素(华鲁恒升、鲁西化工、阳煤化工)、涤纶长丝(桐昆股份)、橡胶助剂(阳谷华泰)、炭黑(黑猫股份)、山梨酸钾(醋化股份)、草甘膦(兴发集团、新安股份、江山股份)等",webcache\20171115\webcache-20180303014143.html,sina,
2017-11-15,安信证券,002496,辉丰股份,"近期原油、天然气价格上涨,成本面利好支撑,加上“2+26”城市采暖季限停产来临,关注供需持续改善的相关细分子行业:我们持续推荐需求端偏刚性、供给端有收缩,产品价格维持或者继续上涨的品种,包括烧碱(氯碱化工、滨化股份、巨化股份)、农药(扬农化工,辉丰股份)、尿素(华鲁恒升、鲁西化工、阳煤化工)、涤纶长丝(桐昆股份)、橡胶助剂(阳谷华泰)、炭黑(黑猫股份)、山梨酸钾(醋化股份)、草甘膦(兴发集团、新安股份、江山股份)等",webcache\20171115\webcache-20180303014143.html,sina,
