2018-01-11,中金公司,601006,大秦铁路,"大秦铁路(601006)Divided yield a safety margin;reform,freight rate hikes likely catalysts-180110",webcache\20180112\webcache-20180302224858.html,51pdf,
2018-01-11,中银国际,601009,南京银行,"从个股来看,由于银行个体间调整压力和调整能力的差异,银行间的分化将会延续,我们从稳健性角度推荐业绩持续改善,受监管调整压力较小的大行(农行),从成长性角度推荐宁波银行,关注平安银行、兴业银行和南京银行",webcache\20180111\webcache-20180303001344.html,sina,
2018-01-11,中银国际,601166,兴业银行,"从个股来看,由于银行个体间调整压力和调整能力的差异,银行间的分化将会延续,我们从稳健性角度推荐业绩持续改善,受监管调整压力较小的大行(农行),从成长性角度推荐宁波银行,关注平安银行、兴业银行和南京银行",webcache\20180111\webcache-20180303001344.html,sina,
2018-01-11,中银国际,000001,平安银行,"从个股来看,由于银行个体间调整压力和调整能力的差异,银行间的分化将会延续,我们从稳健性角度推荐业绩持续改善,受监管调整压力较小的大行(农行),从成长性角度推荐宁波银行,关注平安银行、兴业银行和南京银行",webcache\20180111\webcache-20180303001344.html,sina,
2018-01-11,中银国际,002142,宁波银行,"从个股来看,由于银行个体间调整压力和调整能力的差异,银行间的分化将会延续,我们从稳健性角度推荐业绩持续改善,受监管调整压力较小的大行(农行),从成长性角度推荐宁波银行,关注平安银行、兴业银行和南京银行",webcache\20180111\webcache-20180303001344.html,sina,
2018-01-11,中银国际,600643,爱建集团,"   
    信托:12月份信托板块中,经纬纺机、安信信托、陕国投A、爱建集团和中航资本分别上涨-2",webcache\20180111\webcache-20180303001344.html,sina,
2018-01-11,中银国际,600705,中航资本,"   
    信托:12月份信托板块中,经纬纺机、安信信托、陕国投A、爱建集团和中航资本分别上涨-2",webcache\20180111\webcache-20180303001344.html,sina,
2018-01-11,中银国际,600816,安信信托,"   
    信托:12月份信托板块中,经纬纺机、安信信托、陕国投A、爱建集团和中航资本分别上涨-2",webcache\20180111\webcache-20180303001344.html,sina,
2018-01-11,中银国际,000563,陕国投A,"   
    信托:12月份信托板块中,经纬纺机、安信信托、陕国投A、爱建集团和中航资本分别上涨-2",webcache\20180111\webcache-20180303001344.html,sina,
2018-01-11,中银国际,000666,经纬纺机,"   
    信托:12月份信托板块中,经纬纺机、安信信托、陕国投A、爱建集团和中航资本分别上涨-2",webcache\20180111\webcache-20180303001344.html,sina,
2018-01-11,中航证券,600104,上汽集团,建议长期关注新能源车龙头企业上汽集团[600104,webcache\20180111\webcache-20180303001344.html,sina,
2018-01-11,中银国际,600048,保利地产,"我们认为地产行业景气度仍在高位,但此前由于地产调控政策的持续压制,行业整体估值水平受到市场悲观预期的限制,而目前部分城市的政策转变向市场释放积极信号,行业政策面的边际放松有助于打开板块的估值天花板,龙头或迎来估值修复的空间,我们将板块评级由中立上调至增持,继续推荐龙头标的:万科、保利地产、绿地控股、招商蛇口、华夏幸福等",webcache\20180111\webcache-20180303001344.html,sina,
2018-01-11,中银国际,600340,华夏幸福,"我们认为地产行业景气度仍在高位,但此前由于地产调控政策的持续压制,行业整体估值水平受到市场悲观预期的限制,而目前部分城市的政策转变向市场释放积极信号,行业政策面的边际放松有助于打开板块的估值天花板,龙头或迎来估值修复的空间,我们将板块评级由中立上调至增持,继续推荐龙头标的:万科、保利地产、绿地控股、招商蛇口、华夏幸福等",webcache\20180111\webcache-20180303001344.html,sina,
2018-01-11,中银国际,600606,绿地控股,"我们认为地产行业景气度仍在高位,但此前由于地产调控政策的持续压制,行业整体估值水平受到市场悲观预期的限制,而目前部分城市的政策转变向市场释放积极信号,行业政策面的边际放松有助于打开板块的估值天花板,龙头或迎来估值修复的空间,我们将板块评级由中立上调至增持,继续推荐龙头标的:万科、保利地产、绿地控股、招商蛇口、华夏幸福等",webcache\20180111\webcache-20180303001344.html,sina,
2018-01-11,中银国际,001979,招商蛇口,"我们认为地产行业景气度仍在高位,但此前由于地产调控政策的持续压制,行业整体估值水平受到市场悲观预期的限制,而目前部分城市的政策转变向市场释放积极信号,行业政策面的边际放松有助于打开板块的估值天花板,龙头或迎来估值修复的空间,我们将板块评级由中立上调至增持,继续推荐龙头标的:万科、保利地产、绿地控股、招商蛇口、华夏幸福等",webcache\20180111\webcache-20180303001344.html,sina,
2018-01-11,中银国际,600048,保利地产,"我们认为地产行业景气度仍在高位,但此前由于地产调控政策的持续压制,行业整体估值水平受到市场悲观预期的限制,而目前部分城市的政策转变向市场释放积极信号,行业政策面的边际放松有助于打开板块的估值天花板,龙头或迎来估值修复的空间,我们将板块评级由中立上调至增持,继续推荐龙头标的:万科、保利地产、绿地控股、招商蛇口、华夏幸福等",webcache\20180111\webcache-20180303001344.html,sina,
2018-01-11,中银国际,600340,华夏幸福,"我们认为地产行业景气度仍在高位,但此前由于地产调控政策的持续压制,行业整体估值水平受到市场悲观预期的限制,而目前部分城市的政策转变向市场释放积极信号,行业政策面的边际放松有助于打开板块的估值天花板,龙头或迎来估值修复的空间,我们将板块评级由中立上调至增持,继续推荐龙头标的:万科、保利地产、绿地控股、招商蛇口、华夏幸福等",webcache\20180111\webcache-20180303001344.html,sina,
2018-01-11,中银国际,600606,绿地控股,"我们认为地产行业景气度仍在高位,但此前由于地产调控政策的持续压制,行业整体估值水平受到市场悲观预期的限制,而目前部分城市的政策转变向市场释放积极信号,行业政策面的边际放松有助于打开板块的估值天花板,龙头或迎来估值修复的空间,我们将板块评级由中立上调至增持,继续推荐龙头标的:万科、保利地产、绿地控股、招商蛇口、华夏幸福等",webcache\20180111\webcache-20180303001344.html,sina,
2018-01-11,中银国际,001979,招商蛇口,"我们认为地产行业景气度仍在高位,但此前由于地产调控政策的持续压制,行业整体估值水平受到市场悲观预期的限制,而目前部分城市的政策转变向市场释放积极信号,行业政策面的边际放松有助于打开板块的估值天花板,龙头或迎来估值修复的空间,我们将板块评级由中立上调至增持,继续推荐龙头标的:万科、保利地产、绿地控股、招商蛇口、华夏幸福等",webcache\20180111\webcache-20180303001344.html,sina,
2018-01-11,中银国际,600048,保利地产,"我们认为地产行业景气度仍在高位,但此前由于地产调控政策的持续压制,行业整体估值水平受到市场悲观预期的限制,而目前部分城市的政策转变向市场释放积极信号,行业政策面的边际放松有助于打开板块的估值天花板,龙头或迎来估值修复的空间,我们将板块评级由中立上调至增持,继续推荐龙头标的:万科、保利地产、绿地控股、金地集团、招商蛇口、华夏幸福",webcache\20180111\webcache-20180303001344.html,sina,
2018-01-11,中银国际,600340,华夏幸福,"我们认为地产行业景气度仍在高位,但此前由于地产调控政策的持续压制,行业整体估值水平受到市场悲观预期的限制,而目前部分城市的政策转变向市场释放积极信号,行业政策面的边际放松有助于打开板块的估值天花板,龙头或迎来估值修复的空间,我们将板块评级由中立上调至增持,继续推荐龙头标的:万科、保利地产、绿地控股、金地集团、招商蛇口、华夏幸福",webcache\20180111\webcache-20180303001344.html,sina,
2018-01-11,中银国际,600383,金地集团,"我们认为地产行业景气度仍在高位,但此前由于地产调控政策的持续压制,行业整体估值水平受到市场悲观预期的限制,而目前部分城市的政策转变向市场释放积极信号,行业政策面的边际放松有助于打开板块的估值天花板,龙头或迎来估值修复的空间,我们将板块评级由中立上调至增持,继续推荐龙头标的:万科、保利地产、绿地控股、金地集团、招商蛇口、华夏幸福",webcache\20180111\webcache-20180303001344.html,sina,
2018-01-11,中银国际,600606,绿地控股,"我们认为地产行业景气度仍在高位,但此前由于地产调控政策的持续压制,行业整体估值水平受到市场悲观预期的限制,而目前部分城市的政策转变向市场释放积极信号,行业政策面的边际放松有助于打开板块的估值天花板,龙头或迎来估值修复的空间,我们将板块评级由中立上调至增持,继续推荐龙头标的:万科、保利地产、绿地控股、金地集团、招商蛇口、华夏幸福",webcache\20180111\webcache-20180303001344.html,sina,
2018-01-11,中银国际,001979,招商蛇口,"我们认为地产行业景气度仍在高位,但此前由于地产调控政策的持续压制,行业整体估值水平受到市场悲观预期的限制,而目前部分城市的政策转变向市场释放积极信号,行业政策面的边际放松有助于打开板块的估值天花板,龙头或迎来估值修复的空间,我们将板块评级由中立上调至增持,继续推荐龙头标的:万科、保利地产、绿地控股、金地集团、招商蛇口、华夏幸福",webcache\20180111\webcache-20180303001344.html,sina,
2018-01-11,中银国际,600048,保利地产,"我们认为地产行业景气度仍在高位,但此前由于地产调控政策的持续压制,行业整体估值水平受到市场悲观预期的限制,而目前部分城市的政策转变向市场释放积极信号,行业政策面的边际放松有助于打开板块的估值天花板,龙头或迎来估值修复的空间,我们将板块评级由中立上调至增持,继续推荐龙头标的:万科、保利地产、绿地控股、金地集团、招商蛇口、华夏幸福",webcache\20180111\webcache-20180303001344.html,sina,
2018-01-11,中银国际,600340,华夏幸福,"我们认为地产行业景气度仍在高位,但此前由于地产调控政策的持续压制,行业整体估值水平受到市场悲观预期的限制,而目前部分城市的政策转变向市场释放积极信号,行业政策面的边际放松有助于打开板块的估值天花板,龙头或迎来估值修复的空间,我们将板块评级由中立上调至增持,继续推荐龙头标的:万科、保利地产、绿地控股、金地集团、招商蛇口、华夏幸福",webcache\20180111\webcache-20180303001344.html,sina,
2018-01-11,中银国际,600383,金地集团,"我们认为地产行业景气度仍在高位,但此前由于地产调控政策的持续压制,行业整体估值水平受到市场悲观预期的限制,而目前部分城市的政策转变向市场释放积极信号,行业政策面的边际放松有助于打开板块的估值天花板,龙头或迎来估值修复的空间,我们将板块评级由中立上调至增持,继续推荐龙头标的:万科、保利地产、绿地控股、金地集团、招商蛇口、华夏幸福",webcache\20180111\webcache-20180303001344.html,sina,
2018-01-11,中银国际,600606,绿地控股,"我们认为地产行业景气度仍在高位,但此前由于地产调控政策的持续压制,行业整体估值水平受到市场悲观预期的限制,而目前部分城市的政策转变向市场释放积极信号,行业政策面的边际放松有助于打开板块的估值天花板,龙头或迎来估值修复的空间,我们将板块评级由中立上调至增持,继续推荐龙头标的:万科、保利地产、绿地控股、金地集团、招商蛇口、华夏幸福",webcache\20180111\webcache-20180303001344.html,sina,
2018-01-11,中银国际,001979,招商蛇口,"我们认为地产行业景气度仍在高位,但此前由于地产调控政策的持续压制,行业整体估值水平受到市场悲观预期的限制,而目前部分城市的政策转变向市场释放积极信号,行业政策面的边际放松有助于打开板块的估值天花板,龙头或迎来估值修复的空间,我们将板块评级由中立上调至增持,继续推荐龙头标的:万科、保利地产、绿地控股、金地集团、招商蛇口、华夏幸福",webcache\20180111\webcache-20180303001344.html,sina,
2018-01-11,安信证券,600566,济川药业,"推荐济川药业:蒲地蓝进入吉林医保目录接连超预期,未来业绩有望继续保持较快增长",webcache\20180111\webcache-20180303001345.html,sina,
2018-01-11,安信证券,600566,济川药业,"推荐济川药业:蒲地蓝进入吉林医保目录接连超预期,未来业绩有望继续保持较快增长",webcache\20180111\webcache-20180303001345.html,sina,
2018-01-11,联讯证券,002299,圣农发展,"   
    禽类板块,重点推荐圣农发展",webcache\20180111\webcache-20180303001345.html,sina,
2018-01-11,联讯证券,300498,温氏股份,"   
    生猪养殖,重点推荐温氏股份",webcache\20180111\webcache-20180303001345.html,sina,
2018-01-11,联讯证券,000998,隆平高科,"行业投资建议   
    种子板块,重点推荐隆平高科",webcache\20180111\webcache-20180303001345.html,sina,
