2018-01-29,招商证券,300718,长盛轴承,长盛轴承(300718)调研报告：自润滑轴承的明日之星-180126,webcache\20180130\webcache-20180302224621.html,51pdf,
2018-01-29,方正证券,300070,碧水源,碧水源（300070）业绩符合预期，多元化布局开启-180128,webcache\20180129\webcache-20180302224630.html,51pdf,
2018-01-29,中泰证券,300244,迪安诊断,迪安诊断（300244）实验室全国布局基本完成，财务指标有望持续向好-180128,webcache\20180129\webcache-20180302224630.html,51pdf,
2018-01-29,西南证券,000672,上峰水泥,上峰水泥（000672）2017业绩高增，2018持续受益-180127,webcache\20180129\webcache-20180302224630.html,51pdf,
2018-01-29,东吴证券,300567,精测电子,精测电子（300567）业绩预告略超预期，高比例送转彰显公司发展信心-180128,webcache\20180129\webcache-20180302224630.html,51pdf,
2018-01-29,天风证券,300226,上海钢联,上海钢联（300226）定价权提升明显，将推动数据资讯业务加速发展-180128,webcache\20180129\webcache-20180302224630.html,51pdf,
2018-01-29,天风证券,601689,拓普集团,拓普集团（601689）计划投建湘潭基地，持续围绕核心客户扩产-180128,webcache\20180129\webcache-20180302224630.html,51pdf,
2018-01-29,中泰证券,000825,太钢不锈,太钢不锈（000825）四季度业绩实现爆发式增长-180128,webcache\20180129\webcache-20180302224630.html,51pdf,
2018-01-29,平安证券,601633,长城汽车,长城汽车（601633）哈弗仍处调整期、WEY值得期待-180128,webcache\20180129\webcache-20180302224630.html,51pdf,
2018-01-29,平安证券,300188,美亚柏科,美亚柏科（300188）主营业务发展势头良好，业绩增长符合预期-180128,webcache\20180129\webcache-20180302224630.html,51pdf,
2018-01-29,平安证券,600809,山西汾酒,山西汾酒（600809）改革或再加速，产品线齐发力-180128,webcache\20180129\webcache-20180302224630.html,51pdf,
2018-01-29,平安证券,000858,五粮液,五粮液（000858）4Q17发货加速，系列酒涨价挺量-180128,webcache\20180129\webcache-20180302224630.html,51pdf,
2018-01-29,国海证券,600720,祁连山,祁连山（600720）事件点评：供给收缩、需求上行、业绩弹性持续释放-180129,webcache\20180129\webcache-20180302224631.html,51pdf,
2018-01-29,中泰证券,002624,完美世界,完美世界（002624）转让院线业务，聚焦核心主业-180128,webcache\20180129\webcache-20180302224631.html,51pdf,
2018-01-29,中泰证券,002080,中材科技,中材科技（002080）“两材”系列之中材科技-从叶片龙头到复材翘楚，2018再迎新篇章-180128,webcache\20180129\webcache-20180302224631.html,51pdf,
2018-01-29,中泰证券,600970,中材国际,中材国际（600970）业绩大幅预增80％-100％，强势复苏迎全新机遇-180128,webcache\20180129\webcache-20180302224631.html,51pdf,
2018-01-29,招商证券,000830,鲁西化工,鲁西化工（000830）17年业绩同比大增1239%-1314%，继续强烈推荐！-180127,webcache\20180129\webcache-20180302224631.html,51pdf,
2018-01-29,招商证券,601899,紫金矿业,紫金矿业（601899）价值被低估，仍具备向上空间-180126,webcache\20180129\webcache-20180302224631.html,51pdf,
2018-01-29,招商证券,000503,海虹控股,海虹控股（000503）业绩预告符合预期，PBM业务有望大放光明-180128,webcache\20180129\webcache-20180302224631.html,51pdf,
2018-01-29,招商证券,600566,济川药业,济川药业（600566）蒲地蓝口服液18年增速有望提升 助推公司业绩持续高增长-180126,webcache\20180129\webcache-20180302224631.html,51pdf,
2018-01-29,招商证券,300366,创意信息,创意信息（300366）流量经营和投入增加带来费用增长，员工持股购买完成彰显信心-180127,webcache\20180129\webcache-20180302224631.html,51pdf,
2018-01-29,招商证券,600760,中航沈飞,中航沈飞（600760）业绩增长明确，前景继续看好！-180128,webcache\20180129\webcache-20180302224631.html,51pdf,
2018-01-29,招商证券,600970,中材国际,中材国际（600970）业绩预计快速增长，Q4增速提升迅猛-180128,webcache\20180129\webcache-20180302224631.html,51pdf,
2018-01-29,招商证券,601888,中国国旅,中国国旅（601888）北京日上并表+离岛免税高增长，2017Q4业绩超市场预期-180128,webcache\20180129\webcache-20180302224631.html,51pdf,
2018-01-29,平安证券,603707,健友股份,健友股份（603707）原料药和制剂双轮驱动，望受益注射剂一致性评价-180129,webcache\20180129\webcache-20180302224631.html,51pdf,
2018-01-29,东方证券,000671,阳光城,阳光城（000671）土储多弹性大，明星团队加盟加速周转-180128,webcache\20180129\webcache-20180302224631.html,51pdf,
2018-01-29,东北证券,603228,景旺电子,景旺电子（603228）2017业绩符合预期，稳健扩张逐步增长-180128,webcache\20180129\webcache-20180302224631.html,51pdf,
2018-01-29,华泰证券,600970,中材国际,中材国际(600970)业绩翻倍增长进一步确立主业拐点-180128,webcache\20180129\webcache-20180302224631.html,51pdf,
2018-01-29,安信证券,601678,滨化股份,滨化股份(601678)烧碱和PO高景气，新产能投放打开未来成长空间-180128,,51pdf,
2018-01-29,安信证券,000661,长春高新,长春高新(000661)长春高新：寒假用药高峰已至，公司长期成长趋势不变-180126,,51pdf,
2018-01-29,安信证券,300199,翰宇药业,翰宇药业(300199)2017年业绩预告点评：成纪减值靴子有望落地，业绩增速超预期-180128,,51pdf,
2018-01-29,安信证券,603707,健友股份,健友股份(603707)业绩略超预期，注射剂海外出口有序推进-180128,,51pdf,
2018-01-29,安信证券,601012,隆基股份,隆基股份(601012)单晶硅片产能加速扩张夯实龙头地位，业绩持续超预期-180128,,51pdf,
2018-01-29,安信证券,000830,鲁西化工,鲁西化工(000830)业绩上修单季9亿，18年看新产能陆续投放-180126,,51pdf,
2018-01-29,安信证券,601699,潞安环能,潞安环能(601699)业绩超预期，估值处冶金煤公司低位-180127,,51pdf,
2018-01-29,安信证券,002699,美盛文化,美盛文化(002699)美盛+JAKKS强强联合，预计将明显提升全球范围内的产业链优势-180128,,51pdf,
2018-01-29,财通证券,300251,光线传媒,光线传媒（300251）电影票房将持续复苏，行业龙头估值有望再获提升-180129,,51pdf,
2018-01-29,财通证券,002019,亿帆医药,亿帆医药（002019）F-627美国临床3期达预期，上市可期-180125,,51pdf,
2018-01-29,长江证券,000501,鄂武商A,鄂武商A(000501)估值处历史低位，中长期发展可期-180125,,51pdf,
2018-01-29,长江证券,002242,九阳股份,九阳股份(002242)渠道效率有望提升，多元化布局值得期待-180127,,51pdf,
2018-01-29,长江证券,600036,招商银行,招商银行(600036)业绩快报点评：ROE拐点如期而至，资产质量持续向好-180125,,51pdf,
2018-01-29,长江证券,000759,中百集团,中百集团(000759)业务变革深化，经营业绩持续改善-180125,,51pdf,
2018-01-29,东北证券,600340,华夏幸福,华夏幸福（600340）销售稳健增长，合作实现共赢-180129,,51pdf,
2018-01-29,东北证券,603228,景旺电子,景旺电子（603228）2017业绩符合预期，稳健扩张逐步增长-180128,,51pdf,
2018-01-29,东方证券,000671,阳光城,阳光城（000671）土储多弹性大，明星团队加盟加速周转-180128,,51pdf,
2018-01-29,东吴证券,300199,翰宇药业,翰宇药业（300199）2017年业绩符合预期，销售体系改革后潜力品种有望放量-180129,,51pdf,
2018-01-29,东吴证券,603799,华友钴业,华友钴业（603799）全年业绩预告大超预期，钴价看涨+自有矿山支撑2018年高增长-180129,,51pdf,
2018-01-29,东吴证券,300567,精测电子,精测电子（300567）业绩预告略超预期，高比例送转彰显公司发展信心-180128,,51pdf,
2018-01-29,东吴证券,600439,瑞贝卡,瑞贝卡（600439）跨境电商助力美洲业务、非洲市场蓬勃发展、发制品全球龙头迈入增长新阶段-180129,,51pdf,
2018-01-29,光大证券,600507,方大特钢,方大特钢（600507）Q4预告盈利再创新高，继续超预期-180128,,51pdf,
2018-01-29,光大证券,601012,隆基股份,隆基股份（601012）：业绩再超预期，龙头稳步扩张-180126,,51pdf,
2018-01-29,广发证券,601020,华钰矿业,华钰矿业(601020)公告点评：价格上涨提业绩，海外投资增储量-180126,,51pdf,
2018-01-29,广发证券,000937,冀中能源,冀中能源（000937）预告17年净利9.5-10.7亿元，转让产能置换指标-180129,,51pdf,
2018-01-29,广发证券,002127,南极电商,南极电商（002127）重构电商产业链，拥抱大众消费升级-180129,,51pdf,
2018-01-29,广发证券,002555,三七互娱,三七互娱（002555）A股游戏龙头，深化平台化、全球化、泛娱乐化-180128,,51pdf,
2018-01-29,广发证券,603518,维格娜丝,维格娜丝（603518）公告业绩预增公告，2017年业绩高增长-180129,,51pdf,
2018-01-29,广发证券,600970,中材国际,中材国际（600970）17年业绩预增，公司迈入快速增长期-180129,,51pdf,
2018-01-29,广发证券,600176,中国巨石,中国巨石（600176）业绩增速加快，后续兼具成长和周期双重弹性-180129,,51pdf,
2018-01-29,国海证券,601100,恒立液压,恒立液压（601100）动态研究：油缸业务增长迅速，液压件具备良好业绩弹性-180129,,51pdf,
2018-01-29,国海证券,002353,杰瑞股份,杰瑞股份（002353）动态点评：行业复苏+积极转型，公司业绩有望触底反弹-180129,,51pdf,
2018-01-29,国海证券,000830,鲁西化工,鲁西化工（000830）动态点评：2017业绩超预期，2018产品价格中高位+公司新项目投产，利润有望再上台阶-180129,,51pdf,
2018-01-29,国海证券,600720,祁连山,祁连山（600720）事件点评：供给收缩、需求上行、业绩弹性持续释放-180129,,51pdf,
2018-01-29,国海证券,300226,上海钢联,上海钢联（300226）动态研究：钢银申请30亿银行授信，拟大幅提升资金规模助推供应链服务快速发展-180129,,51pdf,
2018-01-29,国海证券,603096,新经典,新经典（603096）年报预报点评：内生主业保持高增速，有望受益线下书店回暖带动图书增量-180129,,51pdf,
2018-01-29,国海证券,600028,中国石化,中国石化（600028）动态研究：国际油价创新高，行业龙头业绩弹性大-180129,,51pdf,
2018-01-29,国信证券,600019,宝钢股份,宝钢股份(600019)钢铁巨人高速成长，四季度盈利创新高-180126,,51pdf,
2018-01-29,国信证券,002044,美年健康,美年健康（002044）重大事件快评：开店计划稳步推进，并购基金保驾护航-180126,,51pdf,
2018-01-29,国信证券,300212,易华录,易华录（300212）数字城市的基础设施建设者-180127,,51pdf,
2018-01-29,国信证券,601888,中国国旅,中国国旅(601888)系列分析之十八：17Q4高基数下超预期高增长，免税霸主成长进行时-180129,,51pdf,
2018-01-29,国信证券,600176,中国巨石,中国巨石(600176)净利预增近四成，持续看好公司中长期发展-180129,,51pdf,
2018-01-29,海通证券,601238,广汽集团,"广汽集团(601238)公司跟踪报告-悲观化的自主,被低估的日系-180128",,51pdf,
2018-01-29,海通证券,002906,华阳集团,"华阳集团(002906)公司研究报告-稳扎稳打,突破向上-180128",,51pdf,
2018-01-29,海通证券,000998,隆平高科,"隆平高科(000998)公司跟踪报告-稻种持续高增,业务多点开花-180129",,51pdf,
2018-01-29,海通证券,300188,美亚柏科,"美亚柏科(300188)公司公告点评：业绩加速增长,电子数据取证龙头彰显实力-180129",,51pdf,
2018-01-29,华泰证券,000963,华东医药,华东医药（000963）借“西风”挽狂澜，旭日东升览物华-180128,,51pdf,
2018-01-29,华泰证券,600160,巨化股份,巨化股份(600160)2017年业绩大增，计提减值影响利润-180129,,51pdf,
2018-01-29,华泰证券,600970,中材国际,中材国际(600970)业绩翻倍增长进一步确立主业拐点-180128,,51pdf,
2018-01-29,华泰证券,002707,众信旅游,众信旅游（002707）汇率波动对出境游增速影响有限-180128,,51pdf,
2018-01-29,联讯证券,300244,迪安诊断,迪安诊断（300244）实验室网点布局进入精细化时代，未来财务数据逐渐向好-180129,,51pdf,
2018-01-29,联讯证券,300426,唐德影视,唐德影视（300426）低估值的细分市场领导者__精品剧制作龙头-180128,,51pdf,
2018-01-29,群益证券,600525,长园集团,长园集团(600525)股权之争妥善解决，公司迎来发展新篇章-180126,,51pdf,
2018-01-29,申万宏源,300128,锦富技术,锦富技术（300128）实控人协议转让股权，新管理团队实现利益绑定-180126,,51pdf,
2018-01-29,申万宏源,601012,隆基股份,隆基股份（601012）业绩再超预期，短期硅片降价利空已释放-180126,,51pdf,
2018-01-29,申万宏源,002599,盛通股份,盛通股份（002599）并购基金投资新东方旗下迈格森少儿英语，印刷业务发展加速，上调盈利预测-180126,,51pdf,
2018-01-29,太平洋证券,300558,贝达药业,贝达药业（300558）艾德生物液体活检获批，埃克替尼为最大受益靶向药-180129,,51pdf,
2018-01-29,太平洋证券,300685,艾德生物,贝达药业（300558）艾德生物液体活检获批，埃克替尼为最大受益靶向药-180129,,51pdf,
2018-01-29,太平洋证券,300059,东方财富,东方财富（300059）互联网成本优势显现，成长趋势良好-180126,,51pdf,
2018-01-29,太平洋证券,300395,菲利华,菲利华（300395）历史积淀成就石英玻璃龙头，技术优势助力三大高景气行业-180127,,51pdf,
