2018-02-12,长江证券,002024,苏宁易购,苏宁易购(002024)拟回购股份实施股权激励，彰显长期发展信心-180212,http://www.51pdf.com.cn/report_gg_p96/,51pdf,
2018-02-12,国信证券,002313,日海通讯,日海通讯(002313)增持+拟发布员工持股计划，全员整装待发-180212,http://www.51pdf.com.cn/pj_1_4_44/,51pdf,
2018-02-12,国信证券,601799,星宇股份,星宇股份(601799)第三期员工持股方案发布，持续推荐自主车灯龙头-180212,http://www.51pdf.com.cn/pj_1_4_44/,51pdf,
2018-02-12,国信证券,600050,中国联通,中国联通（600050）限制性股票激励名单公布，股东大会发言彰显信心-180212,http://www.51pdf.com.cn/pj_1_4_44/,51pdf,
2018-02-12,国信证券,000063,中兴通讯,中兴通讯(000063)拟出售软创股权继续“剥辅强主”，合作万科将长期受益-180212,http://www.51pdf.com.cn/pj_1_4_44/,51pdf,
2018-02-12,海通证券,300031,宝通科技,"宝通科技(300031)公司公告点评：全球化战略稳步推进,管理层增持彰显长期经营信心-180212",http://www.51pdf.com.cn/pj_1_4_44/,51pdf,
2018-02-12,海通证券,600048,保利地产,"保利地产(600048)公司公告点评：销售开门红,排名跻身前四强-180212",http://www.51pdf.com.cn/pj_1_4_44/,51pdf,
2018-02-12,海通证券,002281,光迅科技,"光迅科技(002281)公司深度报告-稳中快进打造光器件龙头,紧跟国家战略引领“芯“突破-180211",http://www.51pdf.com.cn/pj_1_4_44/,51pdf,
2018-02-12,华泰证券,300070,碧水源,碧水源（300070）订单快速增长，龙头地位凸显-180212,http://www.51pdf.com.cn/pj_1_4_44/,51pdf,
2018-02-12,华泰证券,600487,亨通光电,亨通光电(600487)光缆集采第一名，彰显龙头本色-180212,http://www.51pdf.com.cn/pj_1_4_44/,51pdf,
2018-02-12,华泰证券,300559,佳发安泰,佳发安泰（300559）新高考助力考试信息化龙头再启航-180212,http://www.51pdf.com.cn/pj_1_4_44/,51pdf,
2018-02-12,华泰证券,000546,金圆股份,金圆股份（000546）危废扩张加速，跑马圈地再下一城-180211,http://www.51pdf.com.cn/pj_1_4_44/,51pdf,
2018-02-12,华泰证券,002714,牧原股份,牧原股份（002714）产能扩张超预期，穿越周期盈利-180211,http://www.51pdf.com.cn/pj_1_4_44/,51pdf,
2018-02-12,华泰证券,000672,上峰水泥,上峰水泥(000672)华东水泥强β品种，受益于均价提升-180212,http://www.51pdf.com.cn/pj_1_4_44/,51pdf,
2018-02-12,华泰证券,000063,中兴通讯,中兴通讯（000063）转让中兴软创部分股权，聚焦主业-180211,http://www.51pdf.com.cn/pj_1_4_44/,51pdf,
2018-02-12,群益证券,600525,长园集团,长园集团(600525)投资收益大幅增长，17年预计增长45％~85％-180208,http://www.51pdf.com.cn/pj_1_4_44/,51pdf,
2018-02-12,群益证券,600809,山西汾酒,山西汾酒(600809)混改引入华润，2018年有望维持较快增长-180209,http://www.51pdf.com.cn/pj_1_4_44/,51pdf,
2018-02-12,申万宏源,002191,劲嘉股份,"劲嘉股份(002191)公司回购股份彰显未来发展信心,大包装和大健康业务持续推进-180212",http://www.51pdf.com.cn/pj_1_4_45/,51pdf,
2018-02-12,申万宏源,601799,星宇股份,"星宇股份(601799)员工持股绑定核心高管与技术人员,助力产品升级,进口替代加速进行中-180212",http://www.51pdf.com.cn/pj_1_4_45/,51pdf,
2018-02-12,太平洋证券,002403,爱仕达,爱仕达（002403）大额回购股份彰显公司信心，看好公司各项业务布局-180209,http://www.51pdf.com.cn/pj_1_4_45/,51pdf,
2018-02-12,太平洋证券,002434,万里扬,万里扬（002434）拟回购公司股票，保护股东利益-180211,http://www.51pdf.com.cn/pj_1_4_45/,51pdf,
2018-02-12,天风证券,000488,晨鸣纸业,晨鸣纸业（000488）晨鸣纸业A、B、H股合理空间分别还有多少？-180212,http://www.51pdf.com.cn/pj_1_4_45/,51pdf,
2018-02-12,天风证券,603368,柳州医药,柳州医药（603368）创新业务开拓市场新空间，区域龙头业绩高增长-180211,http://www.51pdf.com.cn/pj_1_4_45/,51pdf,
2018-02-12,天风证券,002044,美年健康,美年健康（002044）公司发布业绩快报，平台化价值逐步强化-180211,http://www.51pdf.com.cn/pj_1_4_45/,51pdf,
2018-02-12,天风证券,600967,内蒙一机,内蒙一机（600967）解禁无碍配置机遇，低位军工制造龙头配置机遇凸显-180211,http://www.51pdf.com.cn/pj_1_4_45/,51pdf,
2018-02-12,天风证券,002124,天邦股份,天邦股份（002124）四季度业绩同比增长，静待公司养殖成本下降助力业绩增长！-180212,http://www.51pdf.com.cn/pj_1_4_45/,51pdf,
2018-02-12,天风证券,002497,雅化集团,雅化集团（002497）拟发8亿转债，扩产资金有保障-180212,http://www.51pdf.com.cn/pj_1_4_45/,51pdf,
2018-02-12,西南证券,603816,顾家家居,顾家家居（603816）维持快速增长，看好多品类长期布局-180209,http://www.51pdf.com.cn/pj_1_4_45/,51pdf,
2018-02-12,西南证券,600028,中国石化,中国石化(600028)上游业绩弹性巨大，公司盈利模式进入新常态-180211,http://www.51pdf.com.cn/pj_1_4_45/,51pdf,
2018-02-12,浙商证券,300219,鸿利智汇,鸿利智汇（300219）点评报告：与产业基金签署战略合作协议，加码汽车LED照明-180211,http://www.51pdf.com.cn/pj_1_4_45/,51pdf,
2018-02-12,中泰证券,600986,科达股份,科达股份（600986）数字营销延续高增长，股份回购彰显信心-180211,http://www.51pdf.com.cn/pj_1_4_45/,51pdf,
2018-02-12,中信证券,600622,光大嘉宝,光大嘉宝（600622）跟踪报告：市场前景广阔，期待管理资产规模壮大-180212,http://www.51pdf.com.cn/pj_1_4_45/,51pdf,
2018-02-12,中信证券,000525,红太阳,红太阳(000525)2018年一季度业绩预告点评：行业景气，战略明晰，公司一季度业绩喜人-180212,http://www.51pdf.com.cn/pj_1_4_45/,51pdf,
2018-02-12,中信证券,000002,万科A,万科A（000002）2018年1月经营情况点评：稳扎稳打，应对不确定性-180212,http://www.51pdf.com.cn/pj_1_4_45/,51pdf,
2018-02-12,中信证券,001979,招商蛇口,招商蛇口（001979）2018年1月经营情况点评：国企优势小试牛刀，蛇口模式复制可期-180212,http://www.51pdf.com.cn/pj_1_4_45/,51pdf,
2018-02-12,中原证券,000596,古井贡酒,古井贡酒（000596）公司估值的相对优势显现-180212,http://www.51pdf.com.cn/pj_1_4_45/,51pdf,
2018-02-12,川财证券,600138,中青旅,其中中国国旅、锦江股份、首旅酒店和中青旅几支前期上涨幅度较大的个股均出现较大幅度调整,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/4097082/index.phtml,sina,
2018-02-12,川财证券,600258,首旅酒店,其中中国国旅、锦江股份、首旅酒店和中青旅几支前期上涨幅度较大的个股均出现较大幅度调整,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/4097082/index.phtml,sina,
2018-02-12,川财证券,600754,锦江股份,其中中国国旅、锦江股份、首旅酒店和中青旅几支前期上涨幅度较大的个股均出现较大幅度调整,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/4097082/index.phtml,sina,
2018-02-12,川财证券,601888,中国国旅,其中中国国旅、锦江股份、首旅酒店和中青旅几支前期上涨幅度较大的个股均出现较大幅度调整,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/4097082/index.phtml,sina,
2018-02-12,川财证券,600258,首旅酒店,"   
    2018年,建议关注消费升级和行业基本面向好下细分板块的龙头个股,其中包括政策放宽、销售规模快速增长的免税板块、中端酒店市场增长空间广阔的酒店板块以及二三线城市需求旺盛、欧线增长复苏的出境游板块,相关标的:中国国旅(601888)、首旅酒店(600259)、凯撒旅游(000796)",http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/4097082/index.phtml,sina,
2018-02-12,川财证券,600259,广晟有色,"   
    2018年,建议关注消费升级和行业基本面向好下细分板块的龙头个股,其中包括政策放宽、销售规模快速增长的免税板块、中端酒店市场增长空间广阔的酒店板块以及二三线城市需求旺盛、欧线增长复苏的出境游板块,相关标的:中国国旅(601888)、首旅酒店(600259)、凯撒旅游(000796)",http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/4097082/index.phtml,sina,
2018-02-12,川财证券,601888,中国国旅,"   
    2018年,建议关注消费升级和行业基本面向好下细分板块的龙头个股,其中包括政策放宽、销售规模快速增长的免税板块、中端酒店市场增长空间广阔的酒店板块以及二三线城市需求旺盛、欧线增长复苏的出境游板块,相关标的:中国国旅(601888)、首旅酒店(600259)、凯撒旅游(000796)",http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/4097082/index.phtml,sina,
2018-02-12,川财证券,000796,凯撒旅游,"   
    2018年,建议关注消费升级和行业基本面向好下细分板块的龙头个股,其中包括政策放宽、销售规模快速增长的免税板块、中端酒店市场增长空间广阔的酒店板块以及二三线城市需求旺盛、欧线增长复苏的出境游板块,相关标的:中国国旅(601888)、首旅酒店(600259)、凯撒旅游(000796)",http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/4097082/index.phtml,sina,
2018-02-12,川财证券,600258,首旅酒店,"   
    2018年,建议关注消费升级和行业基本面向好下细分板块的龙头个股,其中包括政策放宽、销售规模快速增长的免税板块、中端酒店市场增长空间广阔的酒店板块以及二三线城市需求旺盛、欧线增长复苏的出境游板块,相关标的:中国国旅(601888)、首旅酒店(600259)、凯撒旅游(000796)",http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/4097082/index.phtml,sina,
2018-02-12,川财证券,600259,广晟有色,"   
    2018年,建议关注消费升级和行业基本面向好下细分板块的龙头个股,其中包括政策放宽、销售规模快速增长的免税板块、中端酒店市场增长空间广阔的酒店板块以及二三线城市需求旺盛、欧线增长复苏的出境游板块,相关标的:中国国旅(601888)、首旅酒店(600259)、凯撒旅游(000796)",http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/4097082/index.phtml,sina,
2018-02-12,川财证券,601888,中国国旅,"   
    2018年,建议关注消费升级和行业基本面向好下细分板块的龙头个股,其中包括政策放宽、销售规模快速增长的免税板块、中端酒店市场增长空间广阔的酒店板块以及二三线城市需求旺盛、欧线增长复苏的出境游板块,相关标的:中国国旅(601888)、首旅酒店(600259)、凯撒旅游(000796)",http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/4097082/index.phtml,sina,
2018-02-12,川财证券,000796,凯撒旅游,"   
    2018年,建议关注消费升级和行业基本面向好下细分板块的龙头个股,其中包括政策放宽、销售规模快速增长的免税板块、中端酒店市场增长空间广阔的酒店板块以及二三线城市需求旺盛、欧线增长复苏的出境游板块,相关标的:中国国旅(601888)、首旅酒店(600259)、凯撒旅游(000796)",http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/4097082/index.phtml,sina,
2018-02-12,中国民生银行股份,600016,民生银行,推荐中国民生银行每日人民币中间价预测,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/4097078/index.phtml,sina,
2018-02-12,国信证券,300146,汤臣倍健,"双十一旺季后,12月销量环降,但春节前1月回升,全品类保持双位数增长,高端化趋势显现,品牌中汤臣倍健市场份额提升明显;奶粉1月销量同比+28.1%,均价同比+22.4%,中低端产品比重下降,大额订单比重增长,伊利加速追赶海外品牌",http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/4097076/index.phtml,sina,
2018-02-12,国信证券,300146,汤臣倍健,"双十一旺季后,12月销量环降,但春节前1月回升,全品类保持双位数增长,高端化趋势显现,品牌中汤臣倍健市场份额提升明显;奶粉1月销量同比+28.1%,均价同比+22.4%,中低端产品比重下降,大额订单比重增长,伊利加速追赶海外品牌",http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/4097076/index.phtml,sina,
2018-02-12,国信证券,600519,贵州茅台,酒类:重点推荐贵州茅台、五粮液、洋河股份、山西汾酒、舍得酒业,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/4097076/index.phtml,sina,
2018-02-12,国信证券,600702,舍得酒业,酒类:重点推荐贵州茅台、五粮液、洋河股份、山西汾酒、舍得酒业,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/4097076/index.phtml,sina,
2018-02-12,国信证券,600809,山西汾酒,酒类:重点推荐贵州茅台、五粮液、洋河股份、山西汾酒、舍得酒业,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/4097076/index.phtml,sina,
2018-02-12,国信证券,000858,五粮液,酒类:重点推荐贵州茅台、五粮液、洋河股份、山西汾酒、舍得酒业,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/4097076/index.phtml,sina,
2018-02-12,国信证券,002304,洋河股份,酒类:重点推荐贵州茅台、五粮液、洋河股份、山西汾酒、舍得酒业,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/4097076/index.phtml,sina,
2018-02-12,国信证券,600702,舍得酒业,"次高端名酒近期积极提价,有望获益春节旺季量价齐升潜能实现18年开门红,调研显示洋河梦系列保持高速增长,海天系列调整后不断改善,2月中旬拟分类提价,节前打款动销积极,未来拟打造对应价格段核心大单品;舍得酒业加速打造品味舍得全国化大单品,巩固山东、河南等核心区域,内部财年17Q4预计收入增长100%以上,18Q1订单提前量充分,渠道积极进货信心强",http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/4097076/index.phtml,sina,
2018-02-12,国信证券,600702,舍得酒业,"次高端名酒近期积极提价,有望获益春节旺季量价齐升潜能实现18年开门红,调研显示洋河梦系列保持高速增长,海天系列调整后不断改善,2月中旬拟分类提价,节前打款动销积极,未来拟打造对应价格段核心大单品;舍得酒业加速打造品味舍得全国化大单品,巩固山东、河南等核心区域,内部财年17Q4预计收入增长100%以上,18Q1订单提前量充分,渠道积极进货信心强",http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/4097076/index.phtml,sina,
2018-02-12,国信证券,300146,汤臣倍健,"此外保健品行业数据积极,看好汤臣倍健收购澳企补强后在三大战役引领下加速发展",http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/4097076/index.phtml,sina,
2018-02-12,国信证券,600298,安琪酵母,"   
    重点公司推荐   
    食品类:重点推荐伊利股份、汤臣倍健、海天味业、安琪酵母",http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/4097076/index.phtml,sina,
2018-02-12,国信证券,600887,伊利股份,"   
    重点公司推荐   
    食品类:重点推荐伊利股份、汤臣倍健、海天味业、安琪酵母",http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/4097076/index.phtml,sina,
2018-02-12,国信证券,603288,海天味业,"   
    重点公司推荐   
    食品类:重点推荐伊利股份、汤臣倍健、海天味业、安琪酵母",http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/4097076/index.phtml,sina,
2018-02-12,国信证券,300146,汤臣倍健,"   
    重点公司推荐   
    食品类:重点推荐伊利股份、汤臣倍健、海天味业、安琪酵母",http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/4097076/index.phtml,sina,
