2017-11-21,东北证券,300024,机器人,推荐行业:自动化行业(系统集成和机器人)+高空作业平台,webcache\20171121\webcache-20180303013316.html,sina,
2017-11-21,国泰君安,603728,鸣志电器,"   
    国泰君安中小盘重点推荐公司包括:“消费升级”组合:利亚德(300296)、诚益通(300430);“技术升级”组合:东尼电子(603595)、鸣志电器(603728)、利源精制(002501)、透景生命(300642)、东诚药业(002675);“增发并购”组合:天银机电(300342)、永艺股份(603600)、智度股份(000676)、东方能源(000958)",webcache\20171121\webcache-20180303013328.html,sina,
2017-11-21,国泰君安,000676,智度股份,"   
    国泰君安中小盘重点推荐公司包括:“消费升级”组合:利亚德(300296)、诚益通(300430);“技术升级”组合:东尼电子(603595)、鸣志电器(603728)、利源精制(002501)、透景生命(300642)、东诚药业(002675);“增发并购”组合:天银机电(300342)、永艺股份(603600)、智度股份(000676)、东方能源(000958)",webcache\20171121\webcache-20180303013328.html,sina,
2017-11-21,国泰君安,000958,东方能源,"   
    国泰君安中小盘重点推荐公司包括:“消费升级”组合:利亚德(300296)、诚益通(300430);“技术升级”组合:东尼电子(603595)、鸣志电器(603728)、利源精制(002501)、透景生命(300642)、东诚药业(002675);“增发并购”组合:天银机电(300342)、永艺股份(603600)、智度股份(000676)、东方能源(000958)",webcache\20171121\webcache-20180303013328.html,sina,
2017-11-21,国泰君安,002501,利源精制,"   
    国泰君安中小盘重点推荐公司包括:“消费升级”组合:利亚德(300296)、诚益通(300430);“技术升级”组合:东尼电子(603595)、鸣志电器(603728)、利源精制(002501)、透景生命(300642)、东诚药业(002675);“增发并购”组合:天银机电(300342)、永艺股份(603600)、智度股份(000676)、东方能源(000958)",webcache\20171121\webcache-20180303013328.html,sina,
2017-11-21,国泰君安,002675,东诚药业,"   
    国泰君安中小盘重点推荐公司包括:“消费升级”组合:利亚德(300296)、诚益通(300430);“技术升级”组合:东尼电子(603595)、鸣志电器(603728)、利源精制(002501)、透景生命(300642)、东诚药业(002675);“增发并购”组合:天银机电(300342)、永艺股份(603600)、智度股份(000676)、东方能源(000958)",webcache\20171121\webcache-20180303013328.html,sina,
2017-11-21,国泰君安,300296,利亚德,"   
    国泰君安中小盘重点推荐公司包括:“消费升级”组合:利亚德(300296)、诚益通(300430);“技术升级”组合:东尼电子(603595)、鸣志电器(603728)、利源精制(002501)、透景生命(300642)、东诚药业(002675);“增发并购”组合:天银机电(300342)、永艺股份(603600)、智度股份(000676)、东方能源(000958)",webcache\20171121\webcache-20180303013328.html,sina,
2017-11-21,国泰君安,300342,天银机电,"   
    国泰君安中小盘重点推荐公司包括:“消费升级”组合:利亚德(300296)、诚益通(300430);“技术升级”组合:东尼电子(603595)、鸣志电器(603728)、利源精制(002501)、透景生命(300642)、东诚药业(002675);“增发并购”组合:天银机电(300342)、永艺股份(603600)、智度股份(000676)、东方能源(000958)",webcache\20171121\webcache-20180303013328.html,sina,
2017-11-21,国泰君安,300430,诚益通,"   
    国泰君安中小盘重点推荐公司包括:“消费升级”组合:利亚德(300296)、诚益通(300430);“技术升级”组合:东尼电子(603595)、鸣志电器(603728)、利源精制(002501)、透景生命(300642)、东诚药业(002675);“增发并购”组合:天银机电(300342)、永艺股份(603600)、智度股份(000676)、东方能源(000958)",webcache\20171121\webcache-20180303013328.html,sina,
2017-11-21,国泰君安,300642,透景生命,"   
    国泰君安中小盘重点推荐公司包括:“消费升级”组合:利亚德(300296)、诚益通(300430);“技术升级”组合:东尼电子(603595)、鸣志电器(603728)、利源精制(002501)、透景生命(300642)、东诚药业(002675);“增发并购”组合:天银机电(300342)、永艺股份(603600)、智度股份(000676)、东方能源(000958)",webcache\20171121\webcache-20180303013328.html,sina,
2017-11-21,天风证券,300188,美亚柏科,"推荐美亚柏科:市场空间不断扩大,电子取证龙头进入高速成长期",webcache\20171121\webcache-20180303013328.html,sina,
2017-11-21,申万宏源,600019,宝钢股份,"若正式进入采暖季后,库存仍能够持续去化,则表明供给端收缩较需求端更多,钢价有望持续上涨,盈利能力可进一步扩大,此时钢铁板块将开启一轮3个月以上的上涨行情,推荐具备内生盈利成长性的全球钢铁龙头宝钢股份,央企且有整合预期的鞍钢股份,受益于制造业投资恢复的板材区域龙头新钢股份,*ST 华菱,南钢股份,大冶特钢,受益于粤港澳大湾区城市经济圈的区域建材龙头韶钢松山",webcache\20171121\webcache-20180303013328.html,sina,
2017-11-21,申万宏源,600282,南钢股份,"若正式进入采暖季后,库存仍能够持续去化,则表明供给端收缩较需求端更多,钢价有望持续上涨,盈利能力可进一步扩大,此时钢铁板块将开启一轮3个月以上的上涨行情,推荐具备内生盈利成长性的全球钢铁龙头宝钢股份,央企且有整合预期的鞍钢股份,受益于制造业投资恢复的板材区域龙头新钢股份,*ST 华菱,南钢股份,大冶特钢,受益于粤港澳大湾区城市经济圈的区域建材龙头韶钢松山",webcache\20171121\webcache-20180303013328.html,sina,
2017-11-21,申万宏源,600782,新钢股份,"若正式进入采暖季后,库存仍能够持续去化,则表明供给端收缩较需求端更多,钢价有望持续上涨,盈利能力可进一步扩大,此时钢铁板块将开启一轮3个月以上的上涨行情,推荐具备内生盈利成长性的全球钢铁龙头宝钢股份,央企且有整合预期的鞍钢股份,受益于制造业投资恢复的板材区域龙头新钢股份,*ST 华菱,南钢股份,大冶特钢,受益于粤港澳大湾区城市经济圈的区域建材龙头韶钢松山",webcache\20171121\webcache-20180303013328.html,sina,
2017-11-21,申万宏源,000708,大冶特钢,"若正式进入采暖季后,库存仍能够持续去化,则表明供给端收缩较需求端更多,钢价有望持续上涨,盈利能力可进一步扩大,此时钢铁板块将开启一轮3个月以上的上涨行情,推荐具备内生盈利成长性的全球钢铁龙头宝钢股份,央企且有整合预期的鞍钢股份,受益于制造业投资恢复的板材区域龙头新钢股份,*ST 华菱,南钢股份,大冶特钢,受益于粤港澳大湾区城市经济圈的区域建材龙头韶钢松山",webcache\20171121\webcache-20180303013328.html,sina,
2017-11-21,申万宏源,000717,韶钢松山,"若正式进入采暖季后,库存仍能够持续去化,则表明供给端收缩较需求端更多,钢价有望持续上涨,盈利能力可进一步扩大,此时钢铁板块将开启一轮3个月以上的上涨行情,推荐具备内生盈利成长性的全球钢铁龙头宝钢股份,央企且有整合预期的鞍钢股份,受益于制造业投资恢复的板材区域龙头新钢股份,*ST 华菱,南钢股份,大冶特钢,受益于粤港澳大湾区城市经济圈的区域建材龙头韶钢松山",webcache\20171121\webcache-20180303013328.html,sina,
2017-11-21,申万宏源,000898,鞍钢股份,"若正式进入采暖季后,库存仍能够持续去化,则表明供给端收缩较需求端更多,钢价有望持续上涨,盈利能力可进一步扩大,此时钢铁板块将开启一轮3个月以上的上涨行情,推荐具备内生盈利成长性的全球钢铁龙头宝钢股份,央企且有整合预期的鞍钢股份,受益于制造业投资恢复的板材区域龙头新钢股份,*ST 华菱,南钢股份,大冶特钢,受益于粤港澳大湾区城市经济圈的区域建材龙头韶钢松山",webcache\20171121\webcache-20180303013328.html,sina,
2017-11-21,申万宏源,600019,宝钢股份,"若正式进入采暖季后,库存仍能够持续去化,则表明供给端收缩较需求端更多,钢价有望持续上涨,盈利能力可进一步扩大,此时钢铁板块将开启一轮3个月以上的上涨行情,推荐具备内生盈利成长性的全球钢铁龙头宝钢股份,央企且有整合预期的鞍钢股份,受益于制造业投资恢复的板材区域龙头新钢股份,*ST 华菱,南钢股份,大冶特钢,受益于粤港澳大湾区城市经济圈的区域建材龙头韶钢松山",webcache\20171121\webcache-20180303013328.html,sina,
2017-11-21,申万宏源,600282,南钢股份,"若正式进入采暖季后,库存仍能够持续去化,则表明供给端收缩较需求端更多,钢价有望持续上涨,盈利能力可进一步扩大,此时钢铁板块将开启一轮3个月以上的上涨行情,推荐具备内生盈利成长性的全球钢铁龙头宝钢股份,央企且有整合预期的鞍钢股份,受益于制造业投资恢复的板材区域龙头新钢股份,*ST 华菱,南钢股份,大冶特钢,受益于粤港澳大湾区城市经济圈的区域建材龙头韶钢松山",webcache\20171121\webcache-20180303013328.html,sina,
2017-11-21,申万宏源,600782,新钢股份,"若正式进入采暖季后,库存仍能够持续去化,则表明供给端收缩较需求端更多,钢价有望持续上涨,盈利能力可进一步扩大,此时钢铁板块将开启一轮3个月以上的上涨行情,推荐具备内生盈利成长性的全球钢铁龙头宝钢股份,央企且有整合预期的鞍钢股份,受益于制造业投资恢复的板材区域龙头新钢股份,*ST 华菱,南钢股份,大冶特钢,受益于粤港澳大湾区城市经济圈的区域建材龙头韶钢松山",webcache\20171121\webcache-20180303013328.html,sina,
2017-11-21,申万宏源,000708,大冶特钢,"若正式进入采暖季后,库存仍能够持续去化,则表明供给端收缩较需求端更多,钢价有望持续上涨,盈利能力可进一步扩大,此时钢铁板块将开启一轮3个月以上的上涨行情,推荐具备内生盈利成长性的全球钢铁龙头宝钢股份,央企且有整合预期的鞍钢股份,受益于制造业投资恢复的板材区域龙头新钢股份,*ST 华菱,南钢股份,大冶特钢,受益于粤港澳大湾区城市经济圈的区域建材龙头韶钢松山",webcache\20171121\webcache-20180303013328.html,sina,
2017-11-21,申万宏源,000717,韶钢松山,"若正式进入采暖季后,库存仍能够持续去化,则表明供给端收缩较需求端更多,钢价有望持续上涨,盈利能力可进一步扩大,此时钢铁板块将开启一轮3个月以上的上涨行情,推荐具备内生盈利成长性的全球钢铁龙头宝钢股份,央企且有整合预期的鞍钢股份,受益于制造业投资恢复的板材区域龙头新钢股份,*ST 华菱,南钢股份,大冶特钢,受益于粤港澳大湾区城市经济圈的区域建材龙头韶钢松山",webcache\20171121\webcache-20180303013328.html,sina,
2017-11-21,申万宏源,000898,鞍钢股份,"若正式进入采暖季后,库存仍能够持续去化,则表明供给端收缩较需求端更多,钢价有望持续上涨,盈利能力可进一步扩大,此时钢铁板块将开启一轮3个月以上的上涨行情,推荐具备内生盈利成长性的全球钢铁龙头宝钢股份,央企且有整合预期的鞍钢股份,受益于制造业投资恢复的板材区域龙头新钢股份,*ST 华菱,南钢股份,大冶特钢,受益于粤港澳大湾区城市经济圈的区域建材龙头韶钢松山",webcache\20171121\webcache-20180303013328.html,sina,
2017-11-21,申万宏源,600019,宝钢股份,"若正式进入采暖季后,库存仍能够持续去化,则表明供给端收缩较需求端更多,钢价有望持续上涨,盈利能力可进一步扩大,此时钢铁板块将开启一轮3个月以上的上涨行情,推荐具备内生盈利成长性的全球钢铁龙头宝钢股份,央企且有整合预期的鞍钢股份,受益于制造业投资恢复的板材区域龙头新钢股份,*ST 华菱,南钢股份,大冶特钢,受益于粤港澳大湾区城市经济圈的区域建材龙头韶钢松山",webcache\20171121\webcache-20180303013328.html,sina,
2017-11-21,申万宏源,600282,南钢股份,"若正式进入采暖季后,库存仍能够持续去化,则表明供给端收缩较需求端更多,钢价有望持续上涨,盈利能力可进一步扩大,此时钢铁板块将开启一轮3个月以上的上涨行情,推荐具备内生盈利成长性的全球钢铁龙头宝钢股份,央企且有整合预期的鞍钢股份,受益于制造业投资恢复的板材区域龙头新钢股份,*ST 华菱,南钢股份,大冶特钢,受益于粤港澳大湾区城市经济圈的区域建材龙头韶钢松山",webcache\20171121\webcache-20180303013328.html,sina,
