2017-10-10,西南证券,603866,桃李面包,"推荐桃李面包:三季报略超市场预期,区域扩张持续进行",webcache\20171010\webcache-20180303024642.html,sina,
2017-10-10,天风证券,603798,康普顿,"对于油价反弹,我们认为炼化弹性大的公司将从中受益,建议关注华锦股份、中国石化;下游化工产品方面,我们看好环氧乙烷-聚醚的景气,建议关注减水剂聚醚龙头公司奥克股份;我们坚持看好车用精细化工民营企业的发展空间,建议关注康普顿和龙蟠科技",webcache\20171010\webcache-20180303024653.html,sina,
2017-10-10,天风证券,603906,龙蟠科技,"对于油价反弹,我们认为炼化弹性大的公司将从中受益,建议关注华锦股份、中国石化;下游化工产品方面,我们看好环氧乙烷-聚醚的景气,建议关注减水剂聚醚龙头公司奥克股份;我们坚持看好车用精细化工民营企业的发展空间,建议关注康普顿和龙蟠科技",webcache\20171010\webcache-20180303024653.html,sina,
2017-10-10,天风证券,000059,华锦股份,"对于油价反弹,我们认为炼化弹性大的公司将从中受益,建议关注华锦股份、中国石化;下游化工产品方面,我们看好环氧乙烷-聚醚的景气,建议关注减水剂聚醚龙头公司奥克股份;我们坚持看好车用精细化工民营企业的发展空间,建议关注康普顿和龙蟠科技",webcache\20171010\webcache-20180303024653.html,sina,
2017-10-10,天风证券,300082,奥克股份,"对于油价反弹,我们认为炼化弹性大的公司将从中受益,建议关注华锦股份、中国石化;下游化工产品方面,我们看好环氧乙烷-聚醚的景气,建议关注减水剂聚醚龙头公司奥克股份;我们坚持看好车用精细化工民营企业的发展空间,建议关注康普顿和龙蟠科技",webcache\20171010\webcache-20180303024653.html,sina,
2017-10-10,天风证券,600028,中国石化,"对于油价反弹,我们认为炼化弹性大的公司将从中受益,建议关注华锦股份、中国石化;下游化工产品方面,我们看好环氧乙烷-聚醚的景气,建议关注减水剂聚醚龙头公司奥克股份;我们坚持看好车用精细化工民营企业的发展空间,建议关注康普顿和龙蟠科技",webcache\20171010\webcache-20180303024653.html,sina,
2017-10-10,天风证券,603798,康普顿,"对于油价反弹,我们认为炼化弹性大的公司将从中受益,建议关注华锦股份、中国石化;下游化工产品方面,我们看好环氧乙烷-聚醚的景气,建议关注减水剂聚醚龙头公司奥克股份;我们坚持看好车用精细化工民营企业的发展空间,建议关注康普顿和龙蟠科技",webcache\20171010\webcache-20180303024653.html,sina,
2017-10-10,天风证券,603906,龙蟠科技,"对于油价反弹,我们认为炼化弹性大的公司将从中受益,建议关注华锦股份、中国石化;下游化工产品方面,我们看好环氧乙烷-聚醚的景气,建议关注减水剂聚醚龙头公司奥克股份;我们坚持看好车用精细化工民营企业的发展空间,建议关注康普顿和龙蟠科技",webcache\20171010\webcache-20180303024653.html,sina,
2017-10-10,天风证券,000059,华锦股份,"对于油价反弹,我们认为炼化弹性大的公司将从中受益,建议关注华锦股份、中国石化;下游化工产品方面,我们看好环氧乙烷-聚醚的景气,建议关注减水剂聚醚龙头公司奥克股份;我们坚持看好车用精细化工民营企业的发展空间,建议关注康普顿和龙蟠科技",webcache\20171010\webcache-20180303024653.html,sina,
2017-10-10,天风证券,300082,奥克股份,"对于油价反弹,我们认为炼化弹性大的公司将从中受益,建议关注华锦股份、中国石化;下游化工产品方面,我们看好环氧乙烷-聚醚的景气,建议关注减水剂聚醚龙头公司奥克股份;我们坚持看好车用精细化工民营企业的发展空间,建议关注康普顿和龙蟠科技",webcache\20171010\webcache-20180303024653.html,sina,
2017-10-10,中泰证券,002640,跨境通,"   
    本周重点推荐公司:跨境通-现金流显著好转,业绩高增长无虞,龙头价值凸显",webcache\20171010\webcache-20180303024654.html,sina,
2017-10-10,中泰证券,002640,跨境通,"   
    本周重点推荐公司:跨境通-现金流显著好转,业绩高增长无虞,龙头价值凸显",webcache\20171010\webcache-20180303024654.html,sina,
2017-10-10,中泰证券,002127,南极电商,"国家统计局发布网上零售额数据,2017年8月份网上实体商品零售额为3.21万亿,同比29.20%+,实体商品占社会消费品零售总额比重为10.40%;8月份社会消费品零售总额为23.23万亿,同比10.40%+;四季度进入电商旺季,特别是双11电商狂欢节,电商增速有望保持高增长,建议重点配置电商股,推荐南极电商;同时关注跨境电商龙头跨境通",webcache\20171010\webcache-20180303024654.html,sina,
2017-10-10,中泰证券,002640,跨境通,"国家统计局发布网上零售额数据,2017年8月份网上实体商品零售额为3.21万亿,同比29.20%+,实体商品占社会消费品零售总额比重为10.40%;8月份社会消费品零售总额为23.23万亿,同比10.40%+;四季度进入电商旺季,特别是双11电商狂欢节,电商增速有望保持高增长,建议重点配置电商股,推荐南极电商;同时关注跨境电商龙头跨境通",webcache\20171010\webcache-20180303024654.html,sina,
2017-10-10,中泰证券,002127,南极电商,"国家统计局发布网上零售额数据,2017年8月份网上实体商品零售额为3.21万亿,同比29.20%+,实体商品占社会消费品零售总额比重为10.40%;8月份社会消费品零售总额为23.23万亿,同比10.40%+;四季度进入电商旺季,特别是双11电商狂欢节,电商增速有望保持高增长,建议重点配置电商股,推荐南极电商;同时关注跨境电商龙头跨境通",webcache\20171010\webcache-20180303024654.html,sina,
2017-10-10,中泰证券,002640,跨境通,"国家统计局发布网上零售额数据,2017年8月份网上实体商品零售额为3.21万亿,同比29.20%+,实体商品占社会消费品零售总额比重为10.40%;8月份社会消费品零售总额为23.23万亿,同比10.40%+;四季度进入电商旺季,特别是双11电商狂欢节,电商增速有望保持高增长,建议重点配置电商股,推荐南极电商;同时关注跨境电商龙头跨境通",webcache\20171010\webcache-20180303024654.html,sina,
2017-10-10,中泰证券,002127,南极电商,"国家统计局发布网上零售额数据,2017年8月份网上实体商品零售额为3.21万亿,同比29.20%+,实体商品占社会消费品零售总额比重为10.40%;8月份社会消费品零售总额为23.23万亿,同比10.40%+;四季度进入电商旺季,特别是双11电商狂欢节,电商增速有望保持高增长,建议重点配置电商股,推荐南极电商;同时关注跨境电商龙头跨境通",webcache\20171010\webcache-20180303024654.html,sina,
2017-10-10,中泰证券,002640,跨境通,"国家统计局发布网上零售额数据,2017年8月份网上实体商品零售额为3.21万亿,同比29.20%+,实体商品占社会消费品零售总额比重为10.40%;8月份社会消费品零售总额为23.23万亿,同比10.40%+;四季度进入电商旺季,特别是双11电商狂欢节,电商增速有望保持高增长,建议重点配置电商股,推荐南极电商;同时关注跨境电商龙头跨境通",webcache\20171010\webcache-20180303024654.html,sina,
2017-10-10,中泰证券,600859,王府井,"个股上涨前五名为新华都、跨境通、深赛格、南极电商、王府井,个股分别上涨33",webcache\20171010\webcache-20180303024654.html,sina,
2017-10-10,中泰证券,000058,深赛格,"个股上涨前五名为新华都、跨境通、深赛格、南极电商、王府井,个股分别上涨33",webcache\20171010\webcache-20180303024654.html,sina,
2017-10-10,中泰证券,002127,南极电商,"个股上涨前五名为新华都、跨境通、深赛格、南极电商、王府井,个股分别上涨33",webcache\20171010\webcache-20180303024654.html,sina,
2017-10-10,中泰证券,002264,新华都,"个股上涨前五名为新华都、跨境通、深赛格、南极电商、王府井,个股分别上涨33",webcache\20171010\webcache-20180303024654.html,sina,
2017-10-10,中泰证券,002640,跨境通,"个股上涨前五名为新华都、跨境通、深赛格、南极电商、王府井,个股分别上涨33",webcache\20171010\webcache-20180303024654.html,sina,
2017-10-10,中泰证券,002640,跨境通,"2015年以来跨境通通过股权收购的方式,先后入股前海帕拓逊(出口跨境电商,孵化了多个3C品牌)、广州百伦(出口跨境电商综合服务商)、跨境翼(聚焦进口跨境电商通关物流和分销)、易极云商(深耕欧洲的进口跨境电商供应链服务商)等,并拟收购优壹电商(母婴产品电商进口服务商),已形成覆盖进出口且涵盖品牌、渠道、仓储物流、分销平台和项目孵化平台的跨境电商生态圈,在行业高增速下,借助资本市场,享受内生增长规模优势以及外延扩张的资本优势",webcache\20171010\webcache-20180303024654.html,sina,
2017-10-10,中泰证券,002640,跨境通,"2015年以来跨境通通过股权收购的方式,先后入股前海帕拓逊(出口跨境电商,孵化了多个3C品牌)、广州百伦(出口跨境电商综合服务商)、跨境翼(聚焦进口跨境电商通关物流和分销)、易极云商(深耕欧洲的进口跨境电商供应链服务商)等,并拟收购优壹电商(母婴产品电商进口服务商),已形成覆盖进出口且涵盖品牌、渠道、仓储物流、分销平台和项目孵化平台的跨境电商生态圈,在行业高增速下,借助资本市场,享受内生增长规模优势以及外延扩张的资本优势",webcache\20171010\webcache-20180303024654.html,sina,
2017-10-10,中泰证券,600216,浙江医药,"公司维生素的成本优势明显(维生素油的成本的大约为40元/千克,维生素粉的成本约为20元/千克),相较于浙江医药、新和成等具备明显的价格优势,目前维生素粉的报价约为35-40元/千克,仍能实现盈利,保守估计维生素E实现净利润约为1",webcache\20171010\webcache-20180303024654.html,sina,
2017-10-10,中泰证券,002001,新和成,"公司维生素的成本优势明显(维生素油的成本的大约为40元/千克,维生素粉的成本约为20元/千克),相较于浙江医药、新和成等具备明显的价格优势,目前维生素粉的报价约为35-40元/千克,仍能实现盈利,保守估计维生素E实现净利润约为1",webcache\20171010\webcache-20180303024654.html,sina,
2017-10-10,中泰证券,600729,重庆百货,"建议重点关注重庆百货等;   
    风险提示:1)板块高弹性下市场系统性风险;2)全渠道融合不及预期;3)管理层对转型未达成统一;",webcache\20171010\webcache-20180303024654.html,sina,
2017-10-10,天风证券,300258,精锻科技,"推荐精锻科技:3Q17继续稳步增长,天津工厂已开建",webcache\20171010\webcache-20180303024655.html,sina,
2017-10-10,天风证券,300258,精锻科技,"推荐精锻科技:3Q17继续稳步增长,天津工厂已开建",webcache\20171010\webcache-20180303024655.html,sina,
2017-10-10,中泰证券,600398,海澜之家,"上市公司中,太平鸟黄金周零售额同增15%-20%,其中男装、MG、童装增长较为靓丽;海澜之家主品牌销售额同增25%-30%",webcache\20171010\webcache-20180303024657.html,sina,
2017-10-10,中泰证券,603877,太平鸟,"上市公司中,太平鸟黄金周零售额同增15%-20%,其中男装、MG、童装增长较为靓丽;海澜之家主品牌销售额同增25%-30%",webcache\20171010\webcache-20180303024657.html,sina,
2017-10-10,中泰证券,601566,九牧王,核心推荐歌力思、九牧王,webcache\20171010\webcache-20180303024657.html,sina,
2017-10-10,中泰证券,603808,歌力思,核心推荐歌力思、九牧王,webcache\20171010\webcache-20180303024657.html,sina,
2017-10-10,天风证券,000049,德赛电池,"继续推荐信维通信,安洁科技,大族激光,歌尔股份,立讯精密,德赛电池,水晶光电,欣旺达等苹果产业链核心个股",webcache\20171010\webcache-20180303024657.html,sina,
2017-10-10,天风证券,002008,大族激光,"继续推荐信维通信,安洁科技,大族激光,歌尔股份,立讯精密,德赛电池,水晶光电,欣旺达等苹果产业链核心个股",webcache\20171010\webcache-20180303024657.html,sina,
2017-10-10,天风证券,002241,歌尔股份,"继续推荐信维通信,安洁科技,大族激光,歌尔股份,立讯精密,德赛电池,水晶光电,欣旺达等苹果产业链核心个股",webcache\20171010\webcache-20180303024657.html,sina,
